context,question,answer,source_doc,groundedness_score,relevance_score
"and change every other user’s data? 
 Sharon makes a list of all the requirements she has identified. 
 The database must do the following: 
   •   Allow tutors to enter their monthly schedules.  
  •   Allow tutors to view the schedule to see which sessions have students signed up.    •   Allow tutors to cancel a session.    •   Allow tutors to fill out and submit a session report.    •   Track and summarize tutor hours.    •   Track and summarize student demographic data.    •   Track and summarize tutoring sessions by subject area.    •   Allow the administrator to view session schedules.    •   Allow the administrator to add and remove tutors.  Table 3-1 Types of Database Permissions 
Type of Access  Description
Create The permission to make new database objects such as tables or views 
Alter The permission to modify database objects Drop The permission to remove database objects Select The permission to see data in a table or view 
Update The permission to modify data in a table 
Insert The permission to add data rows to a table Delete The permission to remove data rows from a table 
Execute The permission to run database executables such as stored procedures","What permissions are needed for tutors to enter their monthly schedules in the database?
","Tutors need the ""Insert"" permission to add data rows to the table that stores the monthly schedules in the database. This permission allows them to enter their schedules and update them as needed",databases/db2.pdf,3,4
"50 Chapter 3 • Requirements and Business Rules 
  •   Allow the administrator to add and remove courses.  
  •   Allow the administrator to view student requests.    •   Allow the administrator to view and summarize session reports.    •   Allow students to register for tutoring (includes demographic data and current 
courses).
  •   Allow students to view session schedule.    •   Allow students to sign up for session.    •   Allow students to cancel a session.    •   Secure student demographic information.   
 Sharon looked over her requirements. Do they provide the data needed to resolve all 
the issues she had identified? It should be easier for Terry to get demographic informa-tion. Most students will enter it, and those who don’t will need to at least enter their student ID. That will make it easier to look them up on the school’s system. The Session entity data should make it easy to track tutor’s hours and the session usage. It should also make it much easier for students to locate appropriate sessions by time, class, and tutor. She isn’t sure it will help with the sessions running over time, but the database should solve most of the issues.  
BUSINESS RULES 
 Sharon is starting to feel a little better. Listing the requirements is a big step toward being able to design the database. Next, she needs to list the business rules. Business rules, she knows, are rules about how the data are captured and used and what limits or constraints are placed on the data. Some of these rules can be enforced in the data-base, and some will need to be built into the client application that is built on the  database. Once again, she looks through her notes.   
Things You Should Know 
Business Rules 
Business rules describe the rules that govern the way data are acquired, stored, and used by the","What is the purpose of business rules in the context of database design?
","In the context of database design, business rules describe the rules that govern the way data are acquired, stored, and used by the system. Some of these rules can be enforced in the database itself, while others will need to be built into the client application that is built on top of the database. These rules are crucial for ensuring data integrity, consistency, and security",databases/db2.pdf,3,5
"Things You Should Know 
Business Rules 
Business rules describe the rules that govern the way data are acquired, stored, and used by the 
business. They are important for a database developer, who must make sure the database he or she develops can support all the business rules and operations. Some of the business rules can be 
enforced directly in the database. For instance, consider a database to track students’ grades and 
grade-point averages. If the school is on a 4-point system, most databases will support putting a “constraint” on the grade column that limits the value to a number between 0.0 and 4.0. A data-base developer can also limit the length of a column. If all states are to be represented by the two-letter abbreviation, then the length of the column can be set to two. There are several other ways 
to enforce rules within the database as well. But some kinds of rules require extra-programming to 
enforce. If a library has a limit of 20 items out at a time, for instance, there is no way to enforce this rule in the data table. It is possible though to create a “trigger,” which will query the database every time someone checks out an item to see how many items are currently out. It can then flag 
or block a checkout if it exceeds the number of items. (We will talk more about triggers and proce-
dures in chapter 8.) Still other business rules can only be enforced in the client application through which users will interact with the database. 
 First, Sharon knows the database is going to create a couple of new rules: Students 
must register for tutoring, and they must enter their current courses. As part of that registration, students will be encouraged to enter their demographic information. As Sharon understands it, they can’t be forced to enter it, but she will check back with Terry. Students must be registered in the courses they want to be tutored for. Those are some of the business rules that apply specifically to students.","How can business rules related to data acquisition, storage, and usage be enforced in a database?
","Business rules can be enforced directly in a database through constraints, such as limiting the value of a 'grade' column to a number between 0.0 and 4.0 on a 4-point system, or setting the length of a column, like limiting the state abbreviation column to two characters. Additionally, triggers can be created to query the database and flag or block actions that exceed predefined limits, such as the number of items checked out from a library. However, some business rules can only be enforced in the client application, such as requiring students to register for tutoring and enter their current courses before they can receive tutoring services",databases/db2.pdf,3,5
"Stevens, Robert   4  5.5  9.5  $ 10.50  $  99.75 
  Totals    19.5    28.5    48    $ 504.00  
  The main thing the database needs to provide for is the tutor name or ID and the 
hours worked grouped by week, month, and year. Sharon remembers that as a rule, you should not store calculated fields in a database. You can always recreate the calcu-lation in a query, and it will be more accurate because it is based on live data. The hours per week and the total hours can be calculated from the number of sessions a tutor has on the schedule. 
 The form that Terry bases her reports on also contains a great deal of summarized 
information.   
 For a moment, she ponders the word “unduplicated.” But, “unduplicated” is an 
adjective rather than a noun. It is describing something in the database, not a new ele-ment in itself. But “gender,” “ethnicity,” “workforce retraining,” and “subject area” can count as nouns. Time also crops up again in terms of “Fall Term 2010.” That implies “quarter” and “year.”   
 Sharon listens carefully to the notes she recorded during her interview with the 
tutors and students. Many of the same nouns show up. Sharon notes the noun  Caution 
 It is easy to get the data attributes confused with the 
attributes themselves. An attribute is a general descriptor of an entity. For instance, “Last Name” would be an attribute of a Customer entity, but “John Smith” is a type of data that would be stored in that attribute. Attributes are the column heads that describe the data. One way to think of it is that on a computerized form, the attributes are in the labels and the data are what are entered into the textboxes.","What is the difference between an attribute and data in a database?
","In a database, an attribute is a general descriptor of an entity, such as ""Last Name"" for a Customer entity. Data, on the other hand, is the specific information that is stored in that attribute, like ""John Smith"" in the ""Last Name"" attribute. Attributes are the column heads that describe the data, while data is what is entered into the textboxes in a computerized form",databases/db2.pdf,5,5
"Chapter 3 • Requirements and Business Rules  55
    That leaves “Schedule” and “Subject area.” From the report, she knows that the subject 
area is broader than just the class. It actually maps pretty well to the class  department, such as ENG or MAT. She places it with the Class group. “She wonders if ‘schedule’ is just a synonym for ‘Session’.” She decides to hold it aside for the moment. Another issue she sees is in Session. Quarter, Year, and Month are really redundant. All that  information can be gathered from the Date itself. She makes the modifications and then scans her list so far: Tutor Class Student Session Request
Tutor Name  Class Name  Student ID  Session Date 
Student Name  Session Time 
Gender TermEthnicity Year
MonthMaterials Covered  There are also student, session, and request groups, of course. She adds the groups: 
Tutor Class Student Session Request
Tutor Name  Class Name  Student ID  Session Date 
Subject Area  Student Name  Session Time 
Gender Materials Covered 
Ethnicity
 She knows she can modify this list to some extent. Student Name and Tutor Name 
can be divided into first and last name. The Class Name can be divided into depart-ment, class number, and section. She also knows she needs to add term and year. Sharon isn’t sure what additional demographic information Terry needs. She will have to talk to her again and get a precise list. She also isn’t sure how much  information the database will need to store about each tutor. Again, she will have to ask. She knows that a Session will also contain at least a tutor, a student, a class, and materials covered, so she adds them. Finally, she can be sure that a request will con-tain a student name or ID, a class name, and the date of the request. Now her list looks like this:     
Tutor Class Student Session Request
Tutor First Name  Class Name  Student ID  Session Date  Class Name 
Tutor Last Name  Department Student Last Name  Session Time  Request Date","What information does the database need to store about each tutor?
","The exact details about what demographic information the database needs to store about each tutor are not provided in the context. Sharon, the person creating the database schema, is unsure about this and plans to ask for clarification",databases/db2.pdf,3,5
"56 Chapter 3 • Requirements and Business Rules 
Things You Should Know 
Entities and Attributes 
As was mentioned in Chapter 1, entities are things that a database is concerned with, such as stu-
dents, inventory, orders, or courses, and so on. Attributes are aspects of entities. They are things that describe an entity or belong to it. Entities are a part of the logical design of a database. The logical 
design is independent of any database management system. It doesn’t take into account any of the 
implementation issues such as file locations or sizes or database tuning and efficiency. Logic design is concerned only with defining the entities, their attributes, and their relations to other entities. 
One of the great features of logical design is that it is the same no matter what software or 
operating system you are using. Most entities will become tables in the final database, but there is not always a one-to-one correspondence. Entities, attributes, and relations will be covered in much 
greater depth in the next few chapters. 
CANDIDATE KEYS 
 Although she knows it is early in the process, Sharon decides to start identifying some 
potential keys. She knows that keys are used to uniquely identify each record in a data-base and to relate records to each other that are stored in different tables. So she begins trying to find some candidate keys. 
Things You Should Know 
Candidate Keys 
Ideally, every entity should have a key attribute—one attribute that uniquely identifies an instance of 
that entity. Candidate keys are attributes that could possibly be used as identifying attributes. There is much discussion as to what makes a good candidate. It must be unique. That means it can never 
occur twice in the same entity. Last names, for instance, don’t make good candidate keys. It is far too","What is the definition of a candidate key in a database?
",A candidate key in a database is an attribute or set of attributes of an entity that could potentially be used as a unique identifier for individual instances of that entity. It must have a unique value for each occurrence and cannot appear more than once within the same entity,databases/db2.pdf,5,5
"occur twice in the same entity. Last names, for instance, don’t make good candidate keys. It is far too 
probable that more than one person will share the same last name. Telephone numbers might make a good candidate key, if all that needs to be unique is the household. Many Web sites use email addresses.
If there is no good candidate key singly, attributes can be combined to form a “composite 
key.” For example, in an Appointment entity in a database tracking dental appointments, the date is 
not unique because several people could have appointments on the same day. The date and time together are not necessarily unique, because more than one appointment could be scheduled at the same time. The date, time, and patient name or ID should be unique, however. In combination, they 
are a candidate to be the entity’s key. 
Keys that are based on attributes that belong naturally to the entity are sometimes called 
“natural keys.” Many advocate the use of natural keys because they protect data from accidental duplication. No two households, for instance, should have the same telephone number. If you acci-dentally enter a household a second time, the database management system will throw an error 
because the phone number of the second row will conflict with the uniqueness requirement of a 
primary key. Others argue, however, that all keys should be arbitrary. They argue that it is very diffi-cult to always find a natural key and that often designers have to resort to awkward composite (multi-attribute) keys that add to a database’s redundancy. Instead, they advocate just assigning a number to each instance of an entity. These are sometimes called “surrogate keys.” Surrogate keys 
guarantee that the key will always be unique. However, it provides less protection against acciden-
tally repeating an instance. A new instance (row) could be identical in every aspect except the key attribute. There will be much more discussion of these topics in later chapters.","What are the two types of keys that can be used to ensure uniqueness and identification of records in a database?
","The two types of keys are natural keys and surrogate keys. Natural keys are based on attributes that belong naturally to the entity and protect data from accidental duplication. Surrogate keys, on the other hand, are arbitrary keys assigned to each instance of an entity, guaranteeing uniqueness but providing less protection against accidentally repeating an instance",databases/db2.pdf,5,5
"tally repeating an instance. A new instance (row) could be identical in every aspect except the key attribute. There will be much more discussion of these topics in later chapters. 
 Sharon starts with Tutor. What would uniquely identify a tutor? The tutor’s name 
is one idea, especially if you combined the first and last names. There are not many  tutors, and the chance of any two tutors having exactly the same name is slight, but it does exist. Although it is not listed, students have student IDs, which could be used to uniquely identify each student. Most tutors are also students and would have a student  COMPOSITE KEY 
 A key that consists of more than 
one attribute. 
 NATURAL KEY 
 A key made from one or more of an 
entity’s “natural” attributes. 
 SURROGATE KEY 
 An artificially created key, often 
just auto-incremented numbers.","What is a unique identifier for a tutor, according to the context?
","In the given context, a tutor can be uniquely identified by a combination of their first and last names, or by their student ID if they are also a student. Additionally, the context mentions the possibility of using a composite key or a surrogate key to uniquely identify a tutor",databases/db2.pdf,4,4
"Chapter 3 • Requirements and Business Rules  57
ID, but not all tutors are students. Perhaps there is some sort of employee ID. She will 
have to ask Terry. Each course has a unique name so that could be a potential key for that entity. 
 For the session, the session date or the session time, perhaps in combination, could 
be a key, but that wouldn’t really be unique because different tutors could have ses-sions on the same day at the same time. If the tutor ID was added to the key, that could be unique. 
 After all the analysis, Sharon feels ready to get to work on the logical design of the 
database.
DOCUMENTATION
 Requirements and business rules are an essential part of the documentation of any  database. A developer needs to refer to them many times during the development pro-cess. She needs to constantly check to see if the database is meeting all the requirements. Is anything being left out? Are there elements that weren’t in the initial requirements? And, if there are, should they be added to the requirement list, or should they be removed? When the database is completed, the requirements and business rules guide how the  database is tested. The developer should look at each requirement and rule and make sure the database satisfies it. Terry, for instance, requires the database to be able to produce reports with unduplicated counts of students. The database must be tested to make sure this is possible. If it isn’t, then it must be adjusted until it is. 
 Additionally, anytime someone needs to change the database, make an addition,","What is the role of requirements and business rules in database development?
","Requirements and business rules serve as essential documentation in the database development process. They guide the developer in creating a database that meets all necessary requirements, help in identifying any missing or additional elements, and are used for testing the completed database to ensure it satisfies each requirement and rule. They also play a crucial role in making changes or additions to the database",databases/db2.pdf,3,5
"the entities 
Vocabulary
 Match the definitions to the vocabulary words: 
 1.    User access   
 2.    Server   
 3.    Surrogate key   
 4.    Actor       — a.   A program that requests a service  
   — b.   A key that consists of more than one attribute     — c.   A program in SQL that is triggered by a database event     — d.   A program that offers a service to requesting programs","What is a surrogate key in the context of databases?
","In the context of databases, a surrogate key is a type of key that consists of a single attribute, which is often a unique identifier such as an integer. It is used to establish a relationship between tables and to ensure data integrity",databases/db2.pdf,5,5
"Currently, volunteers come into the shelter and fill out a 
paper form. After a background check, they are added to a file. 
Some volunteers complain that they are never contacted again. 
The shelter staff admits, they tend to go with foster caregivers they know, and some people get forgotten in the file. The shel-ter has also occasionally lost track of an animal in foster care 
when the caregiver failed to turn in the monthly reports. 
Another recurring problem is that when someone comes into the shelter looking to adopt, it is not always easy or even possi-ble to let them know about all the animals available for adoption. Ideally, the shelter would like people to be able to register 
as a volunteer online. They would like to be able to call up a list of all available foster volunteers. They would also like to be able to pull up all the animals of the kind a potential adopter is inter-
ested in and know exactly where those animals are and who is 
caring for them. 
 1.    Make a list of some of the major issues with the current sys-
tem used in the shelter. 
 2.    Identity who the major actors are and list them.   
 3.    Would animals be an actor in this database? Explain why or 
why not.   
 4.    Make a list of requirements for each of the actors showing 
how he or she would interact with the database. 
 5.    Make a list of business rules for the shelter.   
 6.    What might be some of the shelter database security 
issues?
 7.    Make a list of all the nouns in the description of the shelter.   
 8.    Take the list from 7, and determine what you think would 
be the major entities. 
 9.    List the attributes for each of the entities you listed in 8.   
 10.    Identify some candidate keys.    
Scenarios
WILD WOOD APARTMENTS 
 The Wild Wood Management team is ready to see some results. 
You have a meeting with them at the end of the week. It is time to analyze and organize all the information. Look back at the 
material from the last chapters.","What is one major issue with the current volunteer management system in the animal shelter?
","One major issue with the current volunteer management system in the animal shelter is that some volunteers' information gets forgotten in files, leading to a lack of contact with these volunteers. Additionally, the shelter staff tends to favor foster caregivers they already know, potentially overlooking other volunteers",databases/db2.pdf,4,3
"You have a meeting with them at the end of the week. It is time to analyze and organize all the information. Look back at the 
material from the last chapters. 
 1.   Make a list of issues with the current system.  
 2.   Make a list of the database requirements for each stake-
holder involved in the database. 
 3.   Make a list of business rules.  
 4.   List some major security rules for the database.  
 5.   Take a look at each of the forms, and make a list of all the 
nouns in them. Do the same for the interview, the ques-tionnaire, and the Job Shadow Report. Then set up some preliminary entities and attributes.  6.   Identify some candidate keys.  
 7. Documentation  : Store the list of the requirements and 
business rules in your database notebook. 
VINCE’S VINYLS 
 You are eager to show Vince some progress on the database. You sit down to analyze all the materials you have gathered to see if you can make some sense of them. Make sure you review 
the material in the previous two chapters. 
 1.   Make a list of issues with the current system.  
 2.   Make a list that shows the database requirements for 
each stakeholder involved in the database. 
 3.   Make a list of business rules.  
 4.   List some major security rules for the database.","What are the four tasks to be done in analyzing materials for a database project?
","The four tasks to be done in analyzing materials for a database project include making a list of issues with the current system, creating a list of database requirements for each stakeholder, identifying business rules, and listing major security rules for the database",databases/db2.pdf,5,5
"nouns in them. Do the same for the interview, the ques-tionnaire, and the Job Shadow Report. Then set up some preliminary entities and attributes. 
 6.   Identify some candidate keys.  
 7. Documentation  : Store the list of the requirements and 
business rules in your database notebook. 
SUGGESTIONS FOR SCENARIOS 
 Review all the documents and interviews from the last chapter. 
It will probably be necessary to talk with your instructor or other students to answer some of the questions about you sce-
nario that have not yet been answered. A certain amount of 
 invention is expected here. 
 Look at the requirements in terms of each user or actor. It 
is much easier to do it this way rather than trying to just make a general list of requirements. The actor gives you a clearer focus on what the database needs to do in a particular 
 instance. The same holds true of the database security. It is much easier to understand in terms of each actor’s access needs. 
 When making the initial list of nouns, don’t try to dis-
tinguish between entities and attributes. Just list them in 
the order you encounter them. Save the analysis until you 
are done. 
 When you do the analysis, remember entities are major 
themes or elements. They will tend to stand out. If you find a lot 
of words clustered around a single topic, that topic is likely the 
entity and the words clustered around it are probably attributes.
 It is good to remember that this is a very preliminary stage 
of analysis. There aren’t any absolutely right or wrong answers 
at this stage.","What is the initial step in creating a database entity relationship model?
","The initial step in creating a database entity relationship model is to identify nouns in the given documents, interviews, and questionnaires, without distinguishing between entities and attributes. These nouns represent the major themes or elements of the model, and will be analyzed further in the next stages of the process",databases/db2.pdf,3,5
"60ENTITY RELATION DIAGRAMS 
Having organized her materials and determined the business rules, in this chapter, Sharon begins the logical 
design of the Tutoring database. Using Microsoft Visio, she defines the database entities, their attributes, and the relationships among them. 
  CHAPTER OUTCOMES 
 By the end of this chapter you will be able to: 
/H17039   Use the database modeling template in Microsoft Visio  
/H17039   Create entities and add attributes  
/H17039   Determine the appropriate relationship between entities  
/H17039   Resolve many-to-many relationships with a linking table    
DESIGNING THE DATABASE 
 Sharon is ready to prepare the logical design of the database. The logical design, she knows, is separate from any 
consideration of which DBMS the database is going to be developed on. It doesn’t take into account how the files will be stored or accessed. It ignores any features or limitations of the target DBMS. It is focused purely on the logical structure of the entities and their relationships with each other.   CHAPTER 4  
 Database Design 
THINGS TO THINK ABOUT 
The logical design of a database is the same no matter what 
the RDBMS is going to be. 
Physical design is specifically tailored to the features and 
limits of a particular RDBMS. What is the advantage of separating the logical from the 
physical design? 
 For this process, she is going to use the data-modeling template in Microsoft Visio 
and create a new entity relation diagram or ERD. (For a complete description of open-ing the entity diagram in Visio, see Appendix   C   .)        LOGICAL DESIGN 
 The entity relation design without 
regard to what RDBMS or system it will be on. 
 PHYSICAL DESIGN 
 The design adapted to the RDBMS 
and system constraints and features.","What is the purpose of separating the logical design from the physical design in a database system?
","Separating the logical design from the physical design in a database system allows for a more universal design that can be adapted to different relational database management systems (RDBMS) later on. This is because the logical design focuses solely on the structure of the entities and their relationships, while the physical design takes into account the specific features and limitations of the target RDBMS, as well as how the files will be stored and accessed. This separation makes the design process more flexible and efficient",databases/db2.pdf,5,5
"Chapter 4 • Database Design 61
Things You Should Know 
Entity Relation Diagrams 
As the name suggests, an entity relation diagram (ERD) is a diagram of entities, their attributes, and the 
relations among the entities. Most ERDs represent the entities as rectangles divided into three horizontal parts—the entity name, the primary key, and then the other attributes—and two or more vertical parts, 
the first containing information about keys and indexes, and the second containing the attribute name.  ERDS (ENTITY RELATION 
DIAGRAMS)
 One common method of depicting 
entities and relations in a diagram. 
EntityName
PK PrimaryKey
Attribute1
Attribute2FIGURE 4-1 Entity
The relationship can also be represented in “crow’s feet” notation. You can change the rela-
tionship representation in Visio by going to the Database tab on the ribbon and selecting “Display Options.”Building
PK BuildingKey
BuildingName
Address
City
State
PostalCodeRoom
PK RoomKey
RoomNumber
RoomDescription
FK1 BuildingKeyFIGURE 4-2 Arrow Symbol for 
Relationship
FIGURE 4-3 Crow’s Feet Option 
Attributes in bold are required attributes. 
Relationships between entities can be represented in different ways. In Microsoft Visio, the 
default way is as a line with an arrow on one end. The arrow always points to the one side of a 
relation, usually the side with a primary key. We discuss all these concepts more in the following 
sections. Here is an example using the arrow-headed line for the relationship:","How are relationships between entities represented in Microsoft Visio by default?
","In Microsoft Visio, relationships between entities are represented by default as a line with an arrow on one end. The arrow always points to the one side of a relation, usually the side with a primary key",databases/db2.pdf,5,4
"62 Chapter 4 • Database Design
The crow’s feet notation actually conveys more information about a relationship than the 
arrow notation. Look at the following example that uses the same two entities but uses the crow’s 
feet notation. 
Building
PK BuildingKey
BuildingName
Address
City
State
PostalCodeRoom
PK RoomKey
RoomNumber
RoomDescription
FK1 BuildingKeyFIGURE 4-4 Crow’s Feet 
Notation
The end with three lines is the “crow’s foot.” It is the many  side of the relation. The straight 
line and 0 on the building or one side mean that a building can have zero to many rooms. The 
straight line before the crow’s foot indicates that every room must be associated with one 
building.
Although it may seem a bit confusing at first, this book will use the crow’s foot notation. 
You will often encounter this notation in your database work, and it is good to get familiar with it as soon as possible. We won’t, however, in this book, worry about all the subtle nuances of the notation. 
 Sharon opens a new data model template in Visio and drags an entity symbol 
onto the grid.    
FIGURE 4-5 New Database 
Model Diagram 
 She increases the zoom to 100% so she can see the entities better. She clicks on 
the new entity to select it and sets its name in the definition property:  Tutor .","What does the ""crow's foot"" represent in database design?
","In database design, the ""crow's foot"" is a notation that represents the many side of a relationship. It indicates that the related entity can have multiple instances associated with it. This notation provides more information about a relationship compared to the arrow notation",databases/db2.pdf,5,5
"64 Chapter 4 • Database Design
Things You Should Know 
Naming Conventions 
Naming conventions vary book to book, individual to individual, and company to company. The most 
important thing is to be consistent. Some people like to put “tbl” before all table names, but that doesn’t make sense for the logical design. Entities are not yet tables. Some people always name enti-
ties with a plural noun on the theory that each entity will contain multiple instances or rows. Others 
always name them with a singular noun on the theory that they are an abstract representation of an element of the database.  NAMING CONVENTIONS 
 A set of rules or suggestions that 
promote consistency in the naming of database objects. 
THINGS TO THINK ABOUT 
Why do you think it is important to be consistent 
in naming? What would be the disadvantage of not being consistent? What role do you think naming conventions 
could play in documenting a database? 
 Attribute names are another issue. Ideally no two attributes in a database should 
have the same name, with perhaps the exception of foreign keys, which often retain the name of the primary key to which they relate. The problem is that many entities have the same or similar attributes. A Customer entity, for instance, will have a LastName, FirstName, Address, and City. But an Employee entity also has these attributes. One way to differentiate them is to put the entity name in front of the attribute name or some abbreviation of the table name. Often these are separated with underscores, such as Customer_LastName or Cust_LastName. 
 Key attributes are also a naming issue. Often the key attribute is called an ID, like","Why is it important to be consistent in naming database objects?
","Consistency in naming database objects is crucial because it promotes clarity and understanding of the database structure. If different naming conventions are used for similar objects, it can lead to confusion and make it difficult to maintain and modify the database. The disadvantage of not being consistent is that it can result in errors, reduced productivity, and difficulty in collaborating with other developers. Naming conventions can also play a significant role in documenting a database by providing a clear and consistent labeling system that makes it easier to understand the purpose and relationships of different database objects",databases/db2.pdf,4,5
"Key attributes are also a naming issue. Often the key attribute is called an ID, like 
CustomerID or EmployeeID. Often the foreign key retains the name of the primary key it relates to. But the foreign key doesn’t have to have the same name as its associated primary key. (It does have to have the same or at least a compatible data type.) If a for-eign key is not named the same as the primary key, it should be named something that makes it clear that it is in fact a foreign key, and it should be clear what primary key it relates back to. 
 This book uses the following naming conventions: 
   •   Entities and tables are named as single nouns like  Tutor ,  Student , and   Session  .  
  •   Attributes are named with the entity name followed by the attribute name. There 
are no underscores between. Each new word is capitalized: TutorLastName  , 
StudentLastName  , and so on. This can make for long attribute names, but it makes 
for maximum clarity.  
  •   Primary keys end with the word “Key”:  TutorKey  ,  StudentKey  , and so on. Foreign 
keys retain the name of the primary key.   
 It is important to note that there is nothing standard about these conventions. 
There are many different conventions that are equally valid. The important thing is to be consistent and clear.   
 Following is a table with some equivalencies.   
 Caution 
 A lack of naming conventions can lead to confusion and can 
make it much harder to maintain or extend a database. 
Table 4-1 Term Equivalencies 
Logical Design  Physical Design  Theoretical
Entity Table Relation
Attribute Column, field  Attribute
Row, record  Tuple","What is a common convention for naming primary keys in a database?
","A common convention for naming primary keys in a database is to append the word ""Key"" to the name of the entity or table, as in ""TutorKey"" or ""StudentKey"". This convention helps to clearly identify the primary key and distinguish it from other attributes in the table. However, it's important to note that there is no one-size-fits-all standard for naming conventions, the important thing is to be consistent and clear in the naming conventions",databases/db2.pdf,3,4
"Chapter 4 • Database Design 65
 Entities and attributes are used to describe the elements in logical design. Most 
often the entities become the tables, and the attributes become columns or fields when implementing the database in a particular DBMS. A row or record is one complete set of data—one customer, for instance, or one inventory item. “Relation” is a theoretical term for a table, and “tuple” is a theoretical term for a row of data. You can encounter these terms in more advanced books on database. 
 Though these categories are not as absolute as the table might make them seem, 
we will try to be consistent in our use of terms. 
 When Sharon finishes, her  Tutor   entity looks like this:    
Tutor
PK TutorKey
TutorLastName
TutorFirstNameTutorPhone
TutorEmail
TutorHireDateTutorCourse
FIGURE 4-8 Tutor Entity 
Version 1 
Tutor
PK TutorKey
TutorLastName
TutorFirstName
TutorPhone
TutorEmail
TutorHireDate
TutorCourse1TutorCourse2TutorCourse3
FIGURE 4-9 Tutor Entity 
Revision 1 
Tutor
PK TutorKey
TutorLastName
TutorFirstName
TutorPhone
TutorEmail
TutorHireDate
TutorStatusCourse
PK CourseKey
CourseName
CourseDescription
FIGURE 4-10 Tutor and Course 
Entities Sharon looks at the entity for a moment. Something about it bothers her. Then it 
hits her. What if a tutor tutors for more than one course? She could modify the entity to look like this:    
 But as she looks at it, she knows it is wrong. What if a tutor does only tutor for 
one class? That means two of the attributes would always be null. What if a tutor  tutored for four classes? There would be no place to put the fourth one. And, she real-izes, if someone wanted to find out what tutors tutored a specific class, he or she would have to always query three separate columns to be sure. Also, if her memory serves her, the entity violates the first normal form. (Normal forms and normalization will be covered in detail in  Chapter   5   .)","What is the issue with having TutorCourse1, TutorCourse2, and TutorCourse3 attributes in a Tutor entity?

","Having TutorCourse1, TutorCourse2, and TutorCourse3 attributes in a Tutor entity can lead to issues such as null values when a tutor teaches less than three courses, lack of space for more than three courses, and the need to query multiple columns to find tutors for a specific class. This also potentially violates the first normal form, which will be discussed in Chapter 5",databases/db2.pdf,5,5
"Sharon revises the Tutor entity one more time. She realizes that course doesn’t 
belong to Tutor .  It is an entity in itself, with its own attributes and its own key. She cre-
ates another entity called Course  .","What is the relationship between Tutor and Course entities in this context?
","In this context, the Tutor and Course entities are separate but related, with the Course entity having its own attributes and key, distinct from those of the Tutor entity. This indicates that a Tutor can be associated with multiple Courses, and each Course can have multiple Tutors, suggesting a many-to-many relationship between the two entities",databases/db2.pdf,3,5
"66 Chapter 4 • Database Design
 Sharon looks at the two entities, trying to determine what kind of relationship ex-
ists between the two. It puzzles her for a moment and then she realizes it is a many-to-many relationship. One tutor can tutor for many courses, and each course can have many tutors. She smiles as she remembers her instructor in class going over just this situation again and again. “Whenever you have a many-to-many relationship, you must always make a linking table.” 
Things You Should Know 
Relationships
There are three kinds of relationships that can exist between entities: 
• one to one 
• one to many • many to many 
One to One 
In databases, a one-to-one relationship is rare, but it can be useful. A one-to-one relationship speci-
fies that for each row in the primary entity, there can be one and no more than one related record in the secondary entity. In a one-to-one relationship, the primary key of the first entity is often the pri-
mary key of the second entity. 
In crow’s feet notation, one-to-one relationships can be represented in two ways: 
FIGURE 4-11 Zero or one FIGURE 4-12 Exactly One 
One use for this kind of relationship is to express a class/subclass relationship. Say a database 
is keeping a list of different resources. The resources can be in any of several different media, and the 
attributes to describe each media are significantly different. If you put all the attributes in one 
Resource entity, each entry will have several nulls for the attributes it doesn’t need. To solve this, you can break the Resource entity into several one-to–one relationships. 
Resource
PK ResourceKey
ResourceTitle
ResourceType
Video
PK,FK1 ResourceKey
VideoFormat
VideoDateReleased
VideoLengthBook
PK,FK1 ResourceKey
BookPublisher
BookY ear
BookCity
BookISBNMagazine
PK,FK1 ResourceKey
MagazineNameMagazineIssue
MagazineVolume
MagazinePage
FIGURE 4-13 One-to-One
Relationships","What is a use case for a one-to-one relationship in a database?
","A one-to-one relationship in a database can be used to express a class/subclass relationship, where each entry in the primary entity has a related record in the secondary entity with unique attributes. This helps avoid null values and better organize data in cases where resources belong to different media types with distinct attributes",databases/db2.pdf,5,5
